,Unnamed: 0,Statement,Verbs/Skills,Grade,Subject
25,25,"(26) Culture. The student understands the relationship between the arts and the times during which they were created. The student is expected to: (A) identify examples of American art, music, and literature that reflect society in different eras such as the Hudson River School artists, the ""Battle Hymn of the Republic,"" and transcendental literature; and (B) analyze the relationship between the arts and continuity and change in the American way of life.",understand; create; expect; identify; reflect; analyze,Grade 8,SOCIAL STUDIES
26,26,"(27) Science, technology, and society. The student understands the impact of science and technology on the economic development of the United States. The student is expected to: (A) explain the effects of technological and scientific innovations such as the steamboat, the cotton gin, the telegraph, and interchangeable parts; (B) analyze how technological innovations changed the way goods were manufactured and distributed, nationally and internationally; and (C) analyze how technological innovations brought about economic growth such as the development of the factory system and the construction of the Transcontinental Railroad.",understand; expect; explain; analyze; change; manufacture; distribute; analyze; bring,Grade 8,SOCIAL STUDIES
27,27,"(28) Science, technology, and society. The student understands the impact of scientific discoveries and technological innovations on daily life in the United States. The student is expected to: (A) compare the effects of scientific discoveries and technological innovations that have influenced daily life in different periods in U.S. history; and (B) identify examples of how industrialization changed life in the United States.",understand; expect; compare; influence; identify; change,Grade 8,SOCIAL STUDIES
28,28,"(29) Social studies skills. The student applies critical-thinking skills to organize and use information acquired through established research methodologies from a variety of valid sources, including technology. The student is expected to: (A) differentiate between, locate, and use valid primary and secondary sources such as media and news services, biographies, interviews, and artifacts to acquire information about the United States; (B) analyze information by applying absolute and relative chronology through sequencing, categorizing, identifying cause-and-effect relationships, comparing, contrasting, finding the main idea, summarizing, making generalizations and predictions, and drawing inferences and conclusions; (C) organize and interpret information from outlines, reports, databases, and visuals, including graphs, charts, timelines, and maps; (D) identify bias and points of view created by the historical context surrounding an event; (E) support a point of view on a social studies issue or event; (F) evaluate the validity of a source based on corroboration with other sources and information about the author; (G) create a visual representation of historical information such as thematic maps, graphs, and charts representing various aspects of the United States; and (H) pose and answer questions about geographic distributions and patterns shown on maps, graphs, and charts.",skill; apply; organize; use; acquire; establish; include; expect; use; artifact; acquire; analyze; apply; sequence; categorize; identify; compare; contrast; find; make; draw; organize; interpret; include; identify; create; surround; support; evaluate; base; create; represent; pose; answer; show,Grade 8,SOCIAL STUDIES
29,29,"(30) Social studies skills. The student communicates in written, oral, and visual forms. The student is expected to: (A) use social studies terminology correctly; (B) use effective written communication skills, including proper citations and avoiding plagiarism; and (C) create written, oral, and visual presentations of social studies information.",skill; write; expect; use; use; write; include; avoid; create; write,Grade 8,SOCIAL STUDIES
30,30,"(31) Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others. The student is expected to use problem-solving and decision-making processes to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution.",skill; use; make; work; expect; use; make; identify; gather; list; consider; consider; choose; implement; evaluate,Grade 8,SOCIAL STUDIES
0,0,"(1) Developing and sustaining foundational language skills: listening, speaking, discussion, and thinking--oral language. The student develops oral language through listening, speaking, and discussion. The student is expected to: (A) listen actively, ask relevant questions to clarify information, and make pertinent comments; (B) follow, restate, and give oral instructions that involve a series of related sequences of action; (C) express an opinion supported by accurate information, employing eye contact, speaking rate, volume, enunciation, and the conventions of language to communicate ideas effectively; and (D) work collaboratively with others to develop a plan of shared responsibilities.",develop; sustain; speak; think; develop; listen; speak; expect; listen; ask; clarify; make; follow; give; involve; express; support; employ; speak; communicate; work; develop; share,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
1,1,"(2) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--beginning reading and writing. The student develops word structure knowledge through phonological awareness, print concepts, phonics, and morphology to communicate, decode, and spell. The student is expected to: (A) demonstrate and apply phonetic knowledge by: (i) decoding palabras agudas, graves, esdrújulas, and sobresdrújulas (words with the stress on the last, penultimate, and antepenultimate syllable and words with the stress on the syllable before the antepenultimate); (ii) using orthographic rules to segment and combine syllables, including diphthongs and formal and accented hiatus; (iii) decoding and differentiating the meaning of a word based on the diacritical accent; and (iv) decoding words with prefixes and suffixes; (B) demonstrate and apply spelling knowledge by: (i) spelling palabras agudas and graves (words with the stress on the last and penultimate syllable) with an orthographic accent; (ii) spelling palabras esdrújulas (words with the stress on the antepenultimate syllable) that have an orthographic accent; (iii) spelling words with diphthongs and hiatus; and (iv)  marking accents appropriately when conjugating verbs such as in simple and imperfect past, past participle, perfect, conditional, and future tenses; and (C) write legibly in cursive to complete assignments.",develop; sustain; speak; begin; read; develop; communicate; spell; expect; apply; decode; antepenultimate; use; segment; combine; include; decode; differentiate; base; decode; demonstrate; apply; spell; have; mark; conjugate; write; complete,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
2,2,"(3) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to: (A) use print or digital resources to determine meaning, syllabication, and pronunciation; (B) use context within and beyond a sentence to determine the relevant meaning of unfamiliar words or multiple-meaning words; (C) identify the meaning of and use words with affixes such as mono-, sobre-, sub-, inter-, poli-, -able, -ante, -eza, -ancia, and -ura, and roots, including auto, bio, grafía, metro, fono, and tele; (D) identify, use, and explain the meaning of idioms, homographs, and homophones such as abrasar/abrazar; and (E) differentiate between and use homographs, homophones, and commonly confused terms such as porque/porqué/por qué/por que, sino/si no, and también/tan bien.",develop; sustain; speak; use; acquire; expect; determine; use; determine; mean; identify; use; include; identify; use; explain; differentiate; use; confuse,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
3,3,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--fluency. The student reads grade-level text with fluency and comprehension. The student is expected to use appropriate fluency (rate, accuracy, and prosody) when reading grade-level text.",develop; sustain; speak; read; expect; use; read,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
4,4,"(5) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--self-sustained reading. The student reads grade appropriate texts independently. The student is expected to self-select text and read independently for a sustained period of time.",develop; sustain; speak; sustain; read; expect; read,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
5,5,"(6) Comprehension skills: listening, speaking, reading, writing, and thinking using multiple texts. The student uses metacognitive skills to both develop and deepen comprehension of increasingly complex texts. The student is expected to: (A) establish purpose for reading assigned and self-selected texts; (B) generate questions about text before, during, and after reading to deepen understanding and gain information; (C) make and correct or confirm predictions using text features, characteristics of genre, and structures; (D) create mental images to deepen understanding; (E) make connections to personal experiences, ideas in other texts, and society; (F) make inferences and use evidence to support understanding; (G) evaluate details read to determine key ideas; (H) synthesize information to create new understanding; and (I) monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down.",speak; think; use; use; develop; deepen; expect; establish; assign; select; generate; read; deepen; gain; make; correct; confirm; use; create; deepen; make; make; use; support; evaluate; read; determine; create; monitor; make; read; use; ask; annotate; understand; break,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
6,6,"(7) Response skills: listening, speaking, reading, writing, and thinking using multiple texts. The student responds to an increasingly challenging variety of sources that are read, heard, or viewed. The student is expected to: (A) describe personal connections to a variety of sources, including self-selected texts; (B) write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources; (C) use text evidence to support an appropriate response; (D) retell, paraphrase, or summarize texts in ways that maintain meaning and logical order; (E) interact with sources in meaningful ways such as notetaking, annotating, freewriting, or illustrating; (F) respond using newly acquired vocabulary as appropriate; and (G) discuss specific ideas in the text that are important to the meaning.",speak; think; use; respond; read; hear; view; expect; describe; include; select; write; demonstrate; include; compare; contrast; use; support; summarize; maintain; use; acquire; discuss,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
7,7,"(8) Multiple genres: listening, speaking, reading, writing, and thinking using multiple texts--literary elements. The student recognizes and analyzes literary elements within and across increasingly complex traditional, contemporary, classical, and diverse literary texts. The student is expected to: (A) infer basic themes supported by text evidence; (B) explain the interactions of the characters and the changes they undergo; (C) analyze plot elements, including the rising action, climax, falling action, and resolution; and (D) explain the influence of the setting, including historical and cultural settings, on the plot.",listen; speak; think; use; recognize; analyze; expect; infer; support; explain; undergo; analyze; include; rise; fall; explain; include,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
8,8,"(9) Multiple genres: listening, speaking, reading, writing, and thinking using multiple texts--genres. The student recognizes and analyzes genre-specific characteristics, structures, and purposes within and across increasingly complex traditional, contemporary, classical, and diverse texts. The student is expected to: (A) (B) (C) (D) recognize characteristics and structures of informational text, including: (i) the central idea with supporting evidence; (ii) features such as pronunciation guides and diagrams to support understanding; and (iii) organizational patterns such as compare and contrast; (E) recognize characteristics and structures of argumentative text by: (i) identifying the claim; (ii) explaining how the author has used facts for an argument; and (iii) identifying the intended audience or reader; and (F) recognize characteristics of multimodal and digital texts.",listen; speak; think; use; recognize; analyze; expect; recognize; include; support; support; contrast; recognize; identify; explain; use; identify; intend; recognize,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
9,9,"(10) Author's purpose and craft: listening, speaking, reading, writing, and thinking using multiple texts. The student uses critical inquiry to analyze the authors' choices and how they influence and communicate meaning within a variety of texts. The student analyzes and applies author's craft purposefully in order to develop his or her own products and performances. The student is expected to: (A) explain the author's purpose and message within a text; (B) explain how the use of text structure contributes to the author's purpose; (C) analyze the author's use of print and graphic features to achieve specific purposes; (D) describe how the author's use of imagery, literal and figurative language such as simile and metaphor, and sound devices such as alliteration and assonance achieves specific purposes; (E) identify and understand the use of literary devices, including first- or third-person point of view; (F) discuss how the author's use of language contributes to voice; and (G) identify and explain the use of anecdote.",listen; speak; think; use; use; analyze; influence; communicate; analyze; apply; develop; expect; explain; explain; contribute; analyze; achieve; describe; achieve; identify; understand; include; discuss; contribute; identify; explain,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
10,10,"(11) Composition: listening, speaking, reading, writing, and thinking using multiple texts--writing process. The student uses the writing process recursively to compose multiple texts that are legible and uses appropriate conventions. The student is expected to: (A) plan a first draft by selecting a genre for a particular topic, purpose, and audience using a range of strategies such as brainstorming, freewriting, and mapping; (B) develop drafts into a focused, structured, and coherent piece of writing by: (i) organizing with purposeful structure, including an introduction, transitions, and a conclusion; and (ii) developing an engaging idea with relevant details; (C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity; (D) edit drafts using standard Spanish conventions, including: (i) complete simple and compound sentences with subject-verb agreement and avoidance of splices, run-ons, and fragments; (ii) verb tense such as simple past, present, and future and imperfect past, past participle, and conditional; (iii) singular, plural, common, and proper nouns, including gender-specific articles; (iv) adjectives, including their comparative and superlative forms; (v) adverbs that convey frequency and adverbs that convey degree; (vi) prepositions and prepositional phrases; (vii) pronouns, including personal, possessive, objective, reflexive, and prepositional; (viii) coordinating conjunctions to form compound subjects, predicates, and sentences; (ix) capitalization of historical events and documents, titles of books, stories, and essays; (x) punctuation marks, including commas in compound and complex sentences and em dash for dialogue; and (xi) correct spelling of words with grade-appropriate orthographic patterns and rules; and (E) publish written work for appropriate audiences.",speak; think; use; use; compose; use; expect; select; use; brainstorm; develop; organize; include; develop; revise; improve; add; delete; combine; rearrange; use; include; complete; verb; verb; include; include; convey; include; coordinate; form; include; publish; write,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
11,11,"(12) Composition: listening, speaking, reading, writing, and thinking using multiple texts--genres. The student uses genre characteristics and craft to compose multiple texts that are meaningful. The student is expected to: (A) compose literary texts such as personal narratives and poetry using genre characteristics and craft; (B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft; (C) compose argumentative texts, including opinion essays using genre characteristics and craft; and (D) compose correspondence that requests information.",speak; think; use; use; compose; expect; compose; use; compose; include; convey; use; compose; include; use; request,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
12,12,"(13) Inquiry and research: listening, speaking, reading, writing, and thinking using multiple texts. The student engages in both short-term and sustained recursive inquiry processes for a variety of purposes. The student is expected to: (A) generate and clarify questions on a topic for formal and informal inquiry; (B) develop and follow a research plan with adult assistance; (C) identify and gather relevant information from a variety of sources; (D) identify primary and secondary sources; (E) demonstrate understanding of information gathered; (F) recognize the difference between paraphrasing and plagiarism when using source materials; (G) develop a bibliography; and (H) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results.",speak; think; use; engage; sustain; expect; generate; clarify; develop; follow; identify; gather; identify; demonstrate; gather; recognize; use; develop; use; write,Grade 4,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
0,0,"(1) Developing and sustaining foundational language skills: listening, speaking, discussion, and thinking--oral language. The student develops oral language through listening, speaking, and discussion. The student is expected to: (A) listen actively to interpret verbal and non-verbal messages, ask relevant questions, and make pertinent comments; (B) follow, restate, and give oral instructions that include multiple action steps; (C) give an organized presentation employing eye contact, speaking rate, volume, enunciation, natural gestures, and conventions of language to communicate ideas effectively; and (D) work collaboratively with others to develop a plan of shared responsibilities.",develop; sustain; speak; think; develop; listen; speak; expect; listen; interpret; ask; make; follow; give; include; give; employ; speak; communicate; work; develop; share,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
1,1,"(2) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--beginning reading and writing. The student develops word structure knowledge through phonological awareness, print concepts, phonics, and morphology to communicate, decode, and spell. The student is expected to: (A) demonstrate and apply phonetic knowledge by: (i) decoding palabras agudas, graves, esdrújulas, and sobresdrújulas (words with the stress on the last, penultimate, and antepenultimate syllable and words with the stress on the syllable before the antepenultimate); (ii) using orthographic rules to segment and combine syllables, including diphthongs and formal and accented hiatus; (iii) decoding and differentiating meaning of word based on the diacritical accent; and (iv) decoding words with prefixes and suffixes; (B) demonstrate and apply spelling knowledge by: (i) spelling words with more advanced orthographic patterns and rules; (ii) spelling palabras agudas, graves, and esdrújulas (words with the stress on the antepenultimate, penultimate, and last syllable) with a prosodic or orthographic accent; (iii) spelling palabras sobresdrújulas (words with the stress on the syllable before the antepenultimate syllable) with a prosodic or orthographic accent; (iv) spelling words with diphthongs and hiatus; and (v) marking accents appropriately when conjugating verbs such as in simple and imperfect past, past participle, perfect, conditional, and future tenses; and (C) write legibly in cursive.",develop; sustain; speak; begin; read; develop; communicate; spell; expect; apply; decode; antepenultimate; use; segment; combine; include; decode; differentiate; base; decode; demonstrate; apply; spell; spell; mark; conjugate; write,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
2,2,"(3) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to: (A) use print or digital resources to determine meaning, syllabication, pronunciation, and word origin; (B) use context within and beyond a sentence to determine the relevant meaning of unfamiliar words or multiple-meaning words; (C) identify the meaning of and use words with affixes such as trans-, super-, anti-, semi-, -logía, -ificar, -ismo, and -ista and roots, including audi, crono, foto, geo, and terr; (D) identify, use, and explain the meaning of idioms, adages, and puns; and (E) differentiate between and use homographs, homophones, and commonly confused terms such as porque/porqué/por qué/por que, sino/si no, and también/tan bien.",develop; sustain; speak; use; acquire; expect; determine; use; determine; mean; identify; use; include; identify; use; explain; differentiate; use; confuse,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
3,3,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--fluency. The student reads grade-level text with fluency and comprehension. The student is expected to use appropriate fluency (rate, accuracy, and prosody) when reading grade-level text.",develop; sustain; speak; read; expect; use; read,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
4,4,"(5) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--self-sustained reading. The student reads grade-appropriate texts independently. The student is expected to self-select text and read independently for a sustained period of time.",develop; sustain; speak; sustain; read; expect; read,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
5,5,"(6) Comprehension skills: listening, speaking, reading, writing, and thinking using multiple texts. The student uses metacognitive skills to both develop and deepen comprehension of increasingly complex texts. The student is expected to: (A) establish purpose for reading assigned and self-selected texts; (B) generate questions about text before, during, and after reading to deepen understanding and gain information; (C) make and correct or confirm predictions using text features, characteristics of genre, and structures; (D) create mental images to deepen understanding; (E) make connections to personal experiences, ideas in other texts, and society; (F) make inferences and use evidence to support understanding; (G) evaluate details read to determine key ideas; (H) synthesize information to create new understanding; and (I) monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down.",speak; think; use; use; develop; deepen; expect; establish; assign; select; generate; read; deepen; gain; make; correct; confirm; use; create; deepen; make; make; use; support; evaluate; read; determine; create; monitor; make; read; use; ask; annotate; understand; break,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
6,6,"(7) Response skills: listening, speaking, reading writing, and thinking using multiple texts. The student responds to an increasingly challenging variety of sources that are read, heard, or viewed. The student is expected to: (A) describe personal connections to a variety of sources, including self-selected texts; (B) write responses that demonstrate understanding of texts, including comparing and contrasting ideas across a variety of sources; (C) use text evidence to support an appropriate response; (D) retell, paraphrase, or summarize texts in ways that maintain meaning and logical order; (E) interact with sources in meaningful ways such as notetaking, annotating, freewriting, or illustrating; (F) respond using newly acquired vocabulary as appropriate; and (G) discuss specific ideas in the text that are important to the meaning.",speak; read; think; use; respond; read; hear; view; expect; describe; include; select; write; demonstrate; include; compare; contrast; use; support; summarize; maintain; use; acquire; discuss,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
7,7,"(8) Multiple genres: listening, speaking, reading, writing, and thinking using multiple texts--literary elements. The student recognizes and analyzes literary elements within and across increasingly complex traditional, contemporary, classical, and diverse literary texts. The student is expected to: (A) infer multiple themes within a text using text evidence; (B) analyze the relationships of and conflicts among the characters; (C) analyze plot elements, including rising action, climax, falling action, and resolution; and (D) analyze the influence of the setting, including historical and cultural settings, on the plot.",listen; speak; think; use; recognize; analyze; expect; infer; use; analyze; analyze; include; rise; fall; analyze; include,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
8,8,"(9) Multiple genres: listening, speaking, reading, writing, and thinking using multiple texts--genres. The student recognizes and analyzes genre-specific characteristics, structures, and purposes within and across increasingly complex traditional, contemporary, classical, and diverse texts. The student is expected to: (A) demonstrate knowledge of distinguishing characteristics of well-known children's literature such as folktales, fables, legends, myths, and tall tales; (B) explain the use of sound devices and figurative language and distinguish between the poet and the speaker in poems across a variety of poetic forms; (C) explain structure in drama such as character tags, acts, scenes, and stage directions; (D) recognize characteristics and structures of informational text, including: (i) the central idea with supporting evidence; (ii) features such as insets, timelines, and sidebars to support understanding; and (iii) organizational patterns such as logical order and order of importance; (E) recognize characteristics and structures of argumentative text by: (i) identifying the claim; (ii) explaining how the author has used facts for or against an argument; and (iii) identifying the intended audience or reader; and (F) recognize characteristics of multimodal and digital texts.",listen; speak; think; use; recognize; analyze; expect; demonstrate; distinguish; know; explain; distinguish; explain; act; recognize; include; support; support; recognize; identify; explain; use; identify; intend; recognize,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
9,9,"(10) Author's purpose and craft: listening, speaking, reading, writing, and thinking using multiple texts. The student uses critical inquiry to analyze the authors' choices and how they influence and communicate meaning within a variety of texts. The student analyzes and applies author's craft purposefully in order to develop his or her own products and performances. The student is expected to: (A) explain the author's purpose and message within a text; (B) analyze how the use of text structure contributes to the author's purpose; (C) analyze the author's use of print and graphic features to achieve specific purposes; (D) describe how the author's use of imagery, literal and figurative language such as simile and metaphor, and sound devices achieves specific purposes; (E) identify and understand the use of literary devices, including first- or third-person point of view; (F) examine how the author's use of language contributes to voice; and (G) explain the purpose of hyperbole, stereotyping, and anecdote.",listen; speak; think; use; use; analyze; influence; communicate; analyze; apply; develop; expect; explain; analyze; contribute; analyze; achieve; describe; achieve; identify; understand; include; examine; contribute; explain; stereotype; anecdote,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
10,10,"(11) Composition: listening, speaking, reading, writing, and thinking using multiple texts--writing process. The student uses the writing process recursively to compose multiple texts that are legible and uses appropriate conventions. The student is expected to: (A) plan a first draft by selecting a genre for a particular topic, purpose, and audience using a range of strategies such as brainstorming, freewriting, and mapping; (B) develop drafts into a focused, structured, and coherent piece of writing by: (i) organizing with purposeful structure, including an introduction, transitions, and a conclusion; and (ii) developing an engaging idea reflecting depth of thought with specific facts and details; (C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity; (D) edit drafts using standard Spanish conventions, including: (i) complete simple and compound sentences with subject-verb agreement and avoidance of splices, run-ons, and fragments; (ii) irregular verbs; (iii) collective nouns; (iv) adjectives, including those indicating origin, and their comparative and superlative forms; (v) conjunctive adverbs; (vi) prepositions and prepositional phrases and their influence on subject-verb agreement; (vii) pronouns, including personal, possessive, objective, reflexive, prepositional, and indefinite; (viii) subordinating conjunctions to form complex sentences; (ix) capitalization of initials, acronyms, and organizations; (x) italics and underlining for titles and emphasis and punctuation marks, including commas in compound and complex sentences, em dash for dialogue, and quotation marks for titles; and (xi) correct spelling of words with grade-appropriate orthographic patterns and rules; and (E) publish written work for appropriate audiences.",speak; think; use; use; compose; use; expect; select; use; brainstorm; develop; organize; include; develop; reflect; revise; improve; add; delete; combine; rearrange; use; include; complete; verb; include; indicate; include; subordinate; form; include; publish; write,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
11,11,"(12) Composition: listening, speaking, reading, writing, and thinking using multiple texts--genres. The student uses genre characteristics and craft to compose multiple texts that are meaningful. The student is expected to: (A) compose literary texts such as personal narratives, fiction, and poetry using genre characteristics and craft; (B) compose informational texts, including brief compositions that convey information about a topic, using a clear central idea and genre characteristics and craft; (C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and (D) compose correspondence that requests information.",speak; think; use; use; compose; expect; compose; use; compose; include; convey; use; compose; include; use; request,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
12,12,"(13) Inquiry and research: listening, speaking, reading, writing, and thinking using multiple texts. The student engages in both short-term and sustained recursive inquiry processes for a variety of purposes. The student is expected to: (A) generate and clarify questions on a topic for formal and informal inquiry; (B) develop and follow a research plan with adult assistance; (C) identify and gather relevant information from a variety of sources; (D) understand credibility of primary and secondary sources; (E) demonstrate understanding of information gathered; (F) differentiate between paraphrasing and plagiarism when using source materials; (G) develop a bibliography; and (H) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results.",speak; think; use; engage; sustain; expect; generate; clarify; develop; follow; identify; gather; understand; demonstrate; gather; use; develop; use; write,Grade 5,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
0,0,"(1) Developing and sustaining foundational language skills: listening, speaking, discussion, and thinking--oral language. The student develops oral language through listening, speaking, and discussion. The student is expected to: (A) listen actively to interpret a message, ask clarifying questions, and respond appropriately; (B) follow and give oral instructions that include multiple action steps; (C) give an organized presentation with a specific stance and position, employing eye contact, speaking rate, volume, enunciation, natural gestures, and conventions of language to communicate ideas effectively; and (D) participate in student-led discussions by eliciting and considering suggestions from other group members, taking notes, and identifying points of agreement and disagreement.",develop; sustain; speak; think; develop; listen; speak; expect; listen; interpret; ask; clarify; respond; follow; give; include; give; employ; speak; communicate; participate; lead; elicit; consider; take; identify,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
1,1,"(2) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--beginning reading and writing. The student develops word structure knowledge through phonological awareness, print concepts, phonics, and morphology to communicate, decode, and spell. The student is expected to: (A) demonstrate and apply phonetic knowledge by: (i) differentiating between commonly confused terms such as porque/porqué/por qué/por que, asimismo (adverbio)/así mismo (de la misma manera), sino/si no, and también/tan bien; (ii) decoding palabras agudas, graves, esdrújulas, and sobresdrújulas (words with the stress on the last, penultimate, and antepenultimate syllable and words with the stress on the syllable before the antepenultimate); (iii) decoding words with hiatus and diphthongs; and (iv) using knowledge of syllable division patterns and morphemes to decode multisyllabic words; (B) demonstrate and apply spelling knowledge by: (i) spelling palabras agudas, graves, esdrújulas, and sobresdrújulas (words with the stress on the antepenultimate, penultimate, and ultimate/last syllable and words with the stress on the syllable before the antepenultimate); (ii) marking accents appropriately when conjugating verbs in simple and imperfect past, perfect conditional, and future tenses; and (iii) spelling words with diphthongs and hiatus; and (C) write legibly in cursive.",develop; sustain; speak; begin; read; develop; communicate; spell; expect; apply; differentiate; confuse; decode; antepenultimate; decode; use; decode; demonstrate; apply; spell; mark; conjugate; write,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
2,2,"(3) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to: (A) use print or digital resources to determine the meaning, syllabication, pronunciation, word origin, and part of speech; (B) use context such as definition, analogy, and examples to clarify the meaning of words; (C) determine the meaning and usage of grade-level academic Spanish words derived from Greek and Latin roots, including metro-, grafo-, scrib-, and port-; and (D) differentiate between and use homographs, homophones, and commonly confused terms such as porque/porqué/por qué/por que, sino/si no, and también/tan bien.",develop; sustain; speak; use; acquire; expect; determine; use; clarify; determine; derive; include; differentiate; use; confuse,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
3,3,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--fluency. The student reads grade-level text with fluency and comprehension. The student is expected to adjust fluency when reading grade-level text based on the reading purpose.",develop; sustain; speak; read; expect; adjust; read; base,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
4,4,"(5) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--self-sustained reading. The student reads grade-appropriate texts independently. The student is expected to self-select text and read independently for a sustained period of time.",develop; sustain; speak; sustain; read; expect; read,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
5,5,"(6) Comprehension skills: listening, speaking, reading, writing, and thinking using multiple texts. The student uses metacognitive skills to both develop and deepen comprehension of increasingly complex texts. The student is expected to: (A) establish purpose for reading assigned and self-selected text; (B) generate questions about text before, during, and after reading to deepen understanding and gain information; (C) make and correct or confirm predictions using text features, characteristics of genre, and structures; (D) create mental images to deepen understanding; (E) make connections to personal experiences, ideas in other texts, and society; (F) make inferences and use evidence to support understanding; (G) evaluate details read to determine key ideas; (H) synthesize information to create new understanding; and (I) monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down.",speak; think; use; use; develop; deepen; expect; establish; assign; select; generate; read; deepen; gain; make; correct; confirm; use; create; deepen; make; make; use; support; evaluate; read; determine; create; monitor; make; read; use; ask; annotate; understand; break,Grade 6,SPANISH LANGUAGE ARTS AND READING AND ENGLISH AS A SECOND LANGUAGE
